,videoId,authorID,commentID,publishedAt,isReply,date,hour,cleaned_comment,comment_length
52,KmQLhtlHO1o,2604,10054,11/5/24 21:40,FALSE,11/5/24,21,yeah yeah right wing will promote free speech and freedom morons trump already has list of people he wants to jail right wing only wants hate corruption racism slavery inequality control elon is the most  piece of  ever,38
53,KmQLhtlHO1o,4970,10752,11/5/24 21:30,FALSE,11/5/24,21,lol his shift right what a joke the democrats have moved sa far left,14
54,KmQLhtlHO1o,5905,8927,11/5/24 21:26,FALSE,11/5/24,21,trump is easily bought pretty simple,6
55,KmQLhtlHO1o,4228,9914,11/5/24 21:24,FALSE,11/5/24,21,without us taxpayers funding technical research which got us astronauts to land on the moon created the internet darpa part of the dodpentagon etc non of the high tech that we have today would not exist everything that private corporations have made trillions of profits from selling consumers were directly due to us taxpayer money being invested by the us government in science and technology research without taxpayer funded research there would not have been a vaccine for covid because the human genome was mapped by the federal us government not private corporations elon  musk bill gates apple etc,99
56,KmQLhtlHO1o,4211,7619,11/5/24 21:11,FALSE,11/5/24,21,"that intro clip of musk 

the fact that there are men who seem quite obsessed about the dude is very confusing and maybe a little telling of the fantasies they hide behind their exterior",34
57,KmQLhtlHO1o,2765,5779,11/5/24 21:11,FALSE,11/5/24,21,lina khan theyre against the ftc doing its job,9
58,KmQLhtlHO1o,2765,9125,11/5/24 21:09,FALSE,11/5/24,21,"unfettered free market is the death of humanity and compassion
regulations are required as nerds with new money have no morals
youre on the wrong side wsj",27
59,KmQLhtlHO1o,1146,11709,11/5/24 21:08,FALSE,11/5/24,21,of a small group hahahaha yeah right small idiots,9
60,KmQLhtlHO1o,2765,5780,11/5/24 20:55,FALSE,11/5/24,20,lina khan,2
61,KmQLhtlHO1o,7356,5064,11/5/24 20:54,FALSE,11/5/24,20,in any other country we would call this corruption,9
62,KmQLhtlHO1o,3488,2323,11/5/24 20:53,FALSE,11/5/24,20,and the rich people backing kamala are doing it because theyre good people who love regulation and taxes,18
63,KmQLhtlHO1o,5409,7725,11/5/24 20:48,FALSE,11/5/24,20,the boer from south africa,5
64,KmQLhtlHO1o,2435,9327,11/5/24 20:43,FALSE,11/5/24,20,we cant scam people with crypto currencies so its time to vote for a despot,15
65,KmQLhtlHO1o,4385,2968,11/5/24 20:41,FALSE,11/5/24,20,classical example of awkward vulnerable narcissist trying to parasitically feed off the adoration of a classic narcissist,17
66,KmQLhtlHO1o,1972,3746,11/5/24 20:35,FALSE,11/5/24,20,free speech right to bear arms lower taxes government spending and bureaucracy are some of the basic ones she is everything what she accused trump of,26
67,KmQLhtlHO1o,2964,9640,11/5/24 20:28,FALSE,11/5/24,20,when will you be releasing the video of all the tech giants that support harris trying to paint this as big tech supports the right is hilarious also trying to show warren as a progressive who fights big business is equally hilarious the person who defends blackrock at every opportunity,50
68,KmQLhtlHO1o,4715,4913,11/5/24 20:28,FALSE,11/5/24,20,if the people dont think wsj is democraticly funded they are sorely mistaken,13
69,KmQLhtlHO1o,4715,6519,11/5/24 20:26,FALSE,11/5/24,20,oh no tech,3
70,KmQLhtlHO1o,3989,3529,11/5/24 20:23,FALSE,11/5/24,20,elons a joke hes the new my pillow guy watch his businesses fail just like mike lol major trump loss tonight got beat against a woman,26
71,KmQLhtlHO1o,755,9459,11/5/24 20:19,FALSE,11/5/24,20,what a clown,3
72,KmQLhtlHO1o,5115,7896,11/5/24 20:08,FALSE,11/5/24,20,the filthy rich just want to carve up the nation for their own kingdoms trump will kowtow to them of course giving them tax breaks and deregulations our democracy is in trouble as the rich want oligarchy and since trump hates america and democracy he will give the rich the power they want,53
73,KmQLhtlHO1o,2216,4112,11/5/24 19:56,FALSE,11/5/24,19,he probably consulted his own ai algorithm to decide who to vote for,13
74,KmQLhtlHO1o,3908,2589,11/5/24 19:56,FALSE,11/5/24,19,because the gop is going to take the senate and the companies want tax cuts,15
75,KmQLhtlHO1o,2216,4157,11/5/24 19:55,FALSE,11/5/24,19,hes obviously not as successful as he makes out to be,11
76,KmQLhtlHO1o,7821,6113,11/5/24 19:52,FALSE,11/5/24,19,musk moves very unnaturally,4
77,KmQLhtlHO1o,5009,215,11/5/24 19:51,FALSE,11/5/24,19,421 the worlds biggest freeloader did she mean to say the man whos paid the largest tax bill by a single person in the history of america not only did he pay a substantial amount of money to capital gains tax but he fleeced the narrative by having the public vote on twitter if he should or should not cash out his stock options which is usually a huge point of contention when it comes to billionaires in the way theyre presented in the media,85
78,KmQLhtlHO1o,662,2182,11/5/24 19:40,FALSE,11/5/24,19,all the losers trashing elon has done nothing in their lives,11
79,KmQLhtlHO1o,148,10571,11/5/24 19:36,FALSE,11/5/24,19,good libs now turn the table  expose the left can you,11
80,KmQLhtlHO1o,3697,8860,11/5/24 19:33,FALSE,11/5/24,19,trump  triumph,2
81,KmQLhtlHO1o,1240,2943,11/5/24 19:31,FALSE,11/5/24,19,cause its the stable thing to do,7
82,KmQLhtlHO1o,401,10495,11/5/24 19:28,FALSE,11/5/24,19,censoring freedom of speech still sounds very wrong in any cases people are free to speak anything even bad thing because all bad or good are just contemporary accusing the dictator used to be morally wrong nobody nor any group should be given the right to decide what is eternally right or wrong the most i can accept is age restrictions to both viewing and speaking,66
83,KmQLhtlHO1o,5973,2125,11/5/24 19:23,FALSE,11/5/24,19,after nazism and facism the so called leftist liberalism is the worst thing that ever happened to human civilisation,19
84,KmQLhtlHO1o,6554,7904,11/5/24 19:11,FALSE,11/5/24,19,the gall to call yourself a centrist when supporting a party calling for national abortion ban does nothing matter to these people other than money,25
85,KmQLhtlHO1o,7824,245,11/5/24 19:10,FALSE,11/5/24,19,756 hes not an engineer,5
86,KmQLhtlHO1o,7458,5666,11/5/24 19:07,FALSE,11/5/24,19,lol apple is a monarchy who listens to the losers,10
87,KmQLhtlHO1o,564,9596,11/5/24 19:05,FALSE,11/5/24,19,"when elon was leftleaning ive never heard of paypal mafia
but now that hes rightleaning suddenly its a paypal mafia lol",21
88,KmQLhtlHO1o,3882,10647,11/5/24 19:00,FALSE,11/5/24,19,hyperloop lol,2
89,KmQLhtlHO1o,6033,9253,11/5/24 18:55,FALSE,11/5/24,18,wsj is owned by news corp thats all you need to know,12
90,KmQLhtlHO1o,3301,6004,11/5/24 18:53,FALSE,11/5/24,18,money saved you 9 minutes,5
91,KmQLhtlHO1o,3032,6276,11/5/24 18:51,FALSE,11/5/24,18,nice try diddy,3
92,KmQLhtlHO1o,2311,5977,11/5/24 18:49,FALSE,11/5/24,18,meet wallstreet journal media funded and controlled by democrats who want kamala to win,14
93,KmQLhtlHO1o,4693,2607,11/5/24 18:40,FALSE,11/5/24,18,because they have monopilies,4
94,KmQLhtlHO1o,156,23,11/5/24 18:38,FALSE,11/5/24,18,greatest engineer seriously,3
95,KmQLhtlHO1o,4909,6888,11/5/24 18:37,FALSE,11/5/24,18,reid is on the eppy list,6
96,KmQLhtlHO1o,1098,9601,11/5/24 18:36,FALSE,11/5/24,18,when i see dems i see a bunch of people chasing history when you look at the republicans you could see people who really cares about this country and its direction,31
97,KmQLhtlHO1o,51,3116,11/5/24 18:31,FALSE,11/5/24,18,democrats and cumula harris are crooked,6
98,KmQLhtlHO1o,1531,10142,11/5/24 18:25,FALSE,11/5/24,18,you kamala voters are funny af,6
99,KmQLhtlHO1o,1274,3454,11/5/24 18:24,FALSE,11/5/24,18,elon looks like a skinwalker,5
100,KmQLhtlHO1o,1602,4230,11/5/24 18:20,FALSE,11/5/24,18,his tech allies uh the largest tech firms in the world have been running massive psyop against the leader of the proletariet revolt theyreglobal companies the last thing they want is any kind of national interests standing in their way,40
101,KmQLhtlHO1o,5933,2931,11/5/24 18:13,FALSE,11/5/24,18,cant we just get a teacher or a nurse,9
102,KmQLhtlHO1o,1291,8254,11/5/24 18:02,FALSE,11/5/24,18,they can try they already lost mark my words,9
103,KmQLhtlHO1o,1291,2827,11/5/24 18:01,FALSE,11/5/24,18,bro lost,2
104,KmQLhtlHO1o,1637,3042,11/5/24 18:01,FALSE,11/5/24,18,crazy part is trump supporters dont like tesla especially here in texas they coil roll them all day,18
105,KmQLhtlHO1o,2729,5675,11/5/24 18:01,FALSE,11/5/24,18,larry page supports democrats mark zuckerberg supports democrats sergie brin supports democrats bill gates supports democrats still republicans are the billionaires favorite  seriously us liberal media is a joke,29
106,KmQLhtlHO1o,411,7253,11/5/24 17:52,FALSE,11/5/24,17,so he went from odd but i bought a tesla anyway to someone who seriously scares mei will be selling my model y once toyota catches up,27
107,KmQLhtlHO1o,3453,7982,11/5/24 17:46,FALSE,11/5/24,17,the ones that support harris are mostly link with diddy and epstein and hollywood elites,15
108,KmQLhtlHO1o,7359,6087,11/5/24 17:45,FALSE,11/5/24,17,musk is an illegal agent for russia  china has access to military secrets already helping russia  china against us allies lock him up,23
109,KmQLhtlHO1o,5876,3200,11/5/24 17:41,FALSE,11/5/24,17,"do you guys notice only jewish billionaires from silicon valley want trump to win i guess why

cough aipac",19
110,KmQLhtlHO1o,7304,4354,11/5/24 17:37,FALSE,11/5/24,17,i dont by his new tlf thats for surei stay with my china tlf,14
111,KmQLhtlHO1o,7426,10039,11/5/24 17:34,FALSE,11/5/24,17,yeah lets call them mafia these people can afford to not care about money they put forward other arguments than economic  migration and potentially the last election in the us the argument is that if democrats win the coming migration will make any future republican win impossible they back this up with democratic government data this is the argument to debate for you this is why they support an idiot like trump please note im not making this argument in my name just stating it here as you seem to have missed it,93
112,KmQLhtlHO1o,6079,5194,11/5/24 17:26,FALSE,11/5/24,17,it became personal for musk when the wolk democrat party turned his son trans after that elon wants to take them down you could be the richest man in the world but the pain of losing a son no money can fix,42
113,KmQLhtlHO1o,3008,7894,11/5/24 17:24,FALSE,11/5/24,17,the fakenews journal   you cant stop common sense,8
114,KmQLhtlHO1o,173,10132,11/5/24 17:17,FALSE,11/5/24,17,yet you never do a video on bill gates  george soros and zuckerberg and their huge contributions because  you guys are paid for and brought by democrat and 3 letter agencies  funding george soros and bill gates fill their pockets and sponsored these videos,44
115,KmQLhtlHO1o,3784,11035,11/5/24 17:13,FALSE,11/5/24,17,thought this was a journal not a propaganda media the term mafia and several others being used to side the watcher into one arena thats precisely what should be avoided and make content not so biased good luck on elections remember to who ever wins that they need to unify the country that also comes from good a unbiased reporting,60
116,KmQLhtlHO1o,422,7169,11/5/24 17:01,FALSE,11/5/24,17,so lets be real elon musk is just like san bankman freid and  just funnels money into whatever tf they want,21
117,KmQLhtlHO1o,6492,5993,11/5/24 16:56,FALSE,11/5/24,16,mitchelle obama is huge lol,5
118,KmQLhtlHO1o,422,5009,11/5/24 16:53,FALSE,11/5/24,16,im not just maga im drunk maga woooohhoooo,8
119,KmQLhtlHO1o,6937,3352,11/5/24 16:47,FALSE,11/5/24,16,elon musk  arguably is certainly up there with the greatest engineers of all time in the world he is absolutely a forward thinker as well a great innovator i think thats what americans care about people who can put back into the economy and help the economy to grow and improve nobody cares about wealthy celebrities who are telling u who vote for,63
120,KmQLhtlHO1o,1832,10314,11/5/24 16:33,FALSE,11/5/24,16,you want to see the real world equivalent of what arasaka from the cyberpunk 2077 series was just eatch this video its literally a cabal trying to work their way into our government you know where your vote belongs,39
121,KmQLhtlHO1o,6497,265,11/5/24 16:20,FALSE,11/5/24,16,9minutes of video with near 0 answer to why elon is supporting trump,13
122,KmQLhtlHO1o,7727,5837,11/5/24 16:16,FALSE,11/5/24,16,long term problems havent be solved in the united states  quality of life continue to get worse politicians refuse to take real actions against corporations millions of american are suffering through an economic nightmare of inflation and declines in the quality of life  id love to be in government but i dont like wasting my time  it takes years to get anything accomplished,63
123,KmQLhtlHO1o,5738,4203,11/5/24 16:06,FALSE,11/5/24,16,hes gonna pay just like epstein,6
124,KmQLhtlHO1o,613,11075,11/5/24 15:56,FALSE,11/5/24,15,was life better in 2018 or 2023trump was a great president biden sucked,13
125,KmQLhtlHO1o,1269,11151,11/5/24 15:56,FALSE,11/5/24,15,wsj is losing us,4
126,KmQLhtlHO1o,1047,4046,11/5/24 15:25,FALSE,11/5/24,15,he can put the movie irobot into action,8
127,KmQLhtlHO1o,2720,4877,11/5/24 15:24,FALSE,11/5/24,15,if trump loses dont worry he will def announce hes going to run again in 2100 us election the guy will be the longest living dictator of america,28
128,KmQLhtlHO1o,7260,9185,11/5/24 15:22,FALSE,11/5/24,15,vote trump,2
129,KmQLhtlHO1o,138,11695,11/5/24 15:06,FALSE,11/5/24,15,im not just maga im dark gothic maga might be the most cringe sentence in history,16
130,KmQLhtlHO1o,4610,4085,11/5/24 14:54,FALSE,11/5/24,14,he is the definition of cringe,6
131,KmQLhtlHO1o,6466,5668,11/5/24 14:41,FALSE,11/5/24,14,labelling them as mafia while supporting harris and biden gosh peak hypocrisy,12
132,KmQLhtlHO1o,1407,7280,11/5/24 14:39,FALSE,11/5/24,14,someone doesnt want a corporate tax hike,7
133,KmQLhtlHO1o,1900,4417,11/5/24 14:32,FALSE,11/5/24,14,i cant help but wonder if elon is just putting on an act to help thr electric car industry republicans were the ones creating push back trump used to be opposed to crypto then elon entered the chat but the creator of xrp also swayed kamala with donations they both created a win win for us crypto investors,58
134,KmQLhtlHO1o,2469,2578,11/5/24 14:31,FALSE,11/5/24,14,because of epstein,3
135,KmQLhtlHO1o,2007,7010,11/5/24 14:27,FALSE,11/5/24,14,senator karren drove musk away from the dems because she was taking money from the diesel kings ford and gm,20
136,KmQLhtlHO1o,5745,10878,11/5/24 15:12,TRUE,11/5/24,15,she had little to do w it he is a bilionaire conman he was bound to supprot trump when the interests finally aligned,23
137,KmQLhtlHO1o,1542,8206,11/5/24 14:24,FALSE,11/5/24,14,these folks are too young to remember the destruction unregulated industries have caused just imagine,15
138,KmQLhtlHO1o,584,6118,11/5/24 14:21,FALSE,11/5/24,14,musk says he likes speech freedom but what he means is that we likes hate speech to flourish while he suppressed and deleted critical accounts,25
139,KmQLhtlHO1o,141,3748,11/5/24 14:16,FALSE,11/5/24,14,"free world depends on trump victory  kamala doesnt even deign to tell us how she actually votes what a puppet
remember peanut and fred",24
140,KmQLhtlHO1o,4664,3494,11/5/24 14:13,FALSE,11/5/24,14,elon sheite,2
141,KmQLhtlHO1o,1992,6081,11/5/24 14:11,FALSE,11/5/24,14,musk is a freak,4
142,KmQLhtlHO1o,6708,2961,11/5/24 14:03,FALSE,11/5/24,14,citizens of north carolina nevada wisconsin and michigan you can register trump voters today and have them vote use the ground effort to secure the vote for trump,28
143,KmQLhtlHO1o,4557,11077,11/5/24 14:02,FALSE,11/5/24,14,washington post and bezos has turned right  this clearly indicates donald trump is coming back  bezos does not want to be a target of trump,25
144,KmQLhtlHO1o,2344,9789,11/5/24 14:02,FALSE,11/5/24,14,why does wall street want democrats to win,8
145,KmQLhtlHO1o,6609,269,11/5/24 13:52,FALSE,11/5/24,13,"people in the comments complaining about billionaires
gets their news from wall street journal media outlet owned by a billionaire",20
146,KmQLhtlHO1o,4358,2739,11/5/24 13:41,FALSE,11/5/24,13,bill gates has been caught with his hands in epsteins cookie jar,12
147,KmQLhtlHO1o,3638,6584,11/5/24 13:33,FALSE,11/5/24,13,one reason is due to his son who turned trans daughter he said he lost his son to the woke virus of course he is against the radical dems,29
148,KmQLhtlHO1o,5172,11057,11/5/24 13:32,FALSE,11/5/24,13,trump will cut taxes for large corporations and the mega rich its really not that complicated why people like musk support him lol,23
149,KmQLhtlHO1o,591,6596,11/5/24 13:24,FALSE,11/5/24,13,"only a communist regime would refer to its opposition as nationalist
its that simple",14
150,KmQLhtlHO1o,1194,6134,11/5/24 13:23,FALSE,11/5/24,13,musk will likely run for president in 2028 or 2032,10
151,KmQLhtlHO1o,591,5337,11/5/24 13:22,FALSE,11/5/24,13,"its disgusting what you news agencies do
he challenged anyone who could prove him wrong on rogan last night
new world order is very real",25
152,KmQLhtlHO1o,6086,3488,11/5/24 13:17,FALSE,11/5/24,13,elon needs to step down hes become mad with power also that crazy man needs to be heavily regulated,19
153,KmQLhtlHO1o,4808,10882,11/5/24 13:14,FALSE,11/5/24,13,shift dude was obviously more aligned with what yall consider conservatives,11
154,KmQLhtlHO1o,1945,6350,11/5/24 13:02,FALSE,11/5/24,13,no words on musk going against censorship and free speech by the democrats,13
155,KmQLhtlHO1o,5614,6089,11/5/24 12:59,FALSE,11/5/24,12,musk is dirt he needs to be investigated and charged vote blue up and down,15
156,KmQLhtlHO1o,1273,9150,11/5/24 12:51,FALSE,11/5/24,12,utterly disgusting,2
157,KmQLhtlHO1o,2764,5721,11/5/24 12:48,FALSE,11/5/24,12,"lets summarize its because he wants no regulations hes antitax at least when it comes to the ultra wealthy  its because hes a child who doesnt understand the basic tenants of how government works or how its funded 
elon already got his subsidy  why would he care about the next guys idea of innovation",54
158,KmQLhtlHO1o,3077,6472,11/5/24 12:46,FALSE,11/5/24,12,now do bill gates,4
159,KmQLhtlHO1o,4837,10209,11/5/24 12:41,FALSE,11/5/24,12,you didnt answer the question pathetic,6
160,KmQLhtlHO1o,1537,5893,11/5/24 12:27,FALSE,11/5/24,12,"musk fears byd simple as that
byd is going to destroy tesla soon  we all know it its inevitable",19
161,KmQLhtlHO1o,5736,7083,11/5/24 12:26,FALSE,11/5/24,12,side whoever can make your business grow,7
162,KmQLhtlHO1o,3114,3319,11/5/24 12:22,FALSE,11/5/24,12,easy to answer this one the rich want trump to win because he only cares about the wealthiest in america,20
163,KmQLhtlHO1o,4154,4664,11/5/24 11:46,FALSE,11/5/24,11,i tell you because tech industry has become radical leftist,10
164,KmQLhtlHO1o,1054,2562,11/5/24 11:41,FALSE,11/5/24,11,because hes a billionaire and he wants tax cuts,9
165,KmQLhtlHO1o,1063,3376,11/5/24 11:31,FALSE,11/5/24,11,elon musk is the greatest engineer ever really,8
166,KmQLhtlHO1o,2358,6874,11/5/24 11:18,FALSE,11/5/24,11,"reasons to vote trump
1 prolife stance promotes a fundamental right to life and guards against the risk of societal devaluation of life
2 death penalty protects society and deters violent crime a realtime solution to increasing violence
3 stricter immigration policies enhances national security and preserves american cultural values
4 reduced reliance on imports bolsters the us economy supports domestic jobs and ensures resilience
5 recognition of biological differences ensures fairness and safety in womens sports
6 imposing stricter social media regulations promotes free speech and reduces perceived bias
7 a strong focus on noninterventionism favoring domestic priorities over foreign interventions which increases allies and reducing the potential for war reducing american deaths
8 stricter tariffs on chinese imports reducing the economic threat they pose to america
9 his resolve to reducing gang activity
10 he is calling for an end to the war in gaza he gave israel an ultimatum on lebanon he is fighting back against netanyahu",160
167,KmQLhtlHO1o,4231,10489,11/5/24 11:14,FALSE,11/5/24,11,californication,1
168,KmQLhtlHO1o,7708,6940,11/5/24 11:14,FALSE,11/5/24,11,riightttt and yet its under the democratic government that their wealth increased so all these bs about curbing innovation is jus that bs you cannot sacrifice your workers rights to line your pockets regulations are essential  for both the boss and worker to succeed otherwise we are no different to them factory workers in china they are voting trump cos they can buy him off to call off the regulations leon wants a seat on the table why he gets control and there will be no repercussions for corporate crime,90
169,KmQLhtlHO1o,1651,4961,11/5/24 11:07,FALSE,11/5/24,11,if you have money you can make anyone dance for you,11
170,KmQLhtlHO1o,4877,5445,11/5/24 10:51,FALSE,11/5/24,10,its ironic because most tech industry platforms are the most divisive and racist like rumble twitterx facebookinstagram and many more,20
171,KmQLhtlHO1o,729,2389,11/5/24 10:43,FALSE,11/5/24,10,apple a monarchy what has this guy been smoking,9
172,KmQLhtlHO1o,3343,8366,11/5/24 10:43,FALSE,11/5/24,10,they will support whoever they believe will make them richer,10
